{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_003_028.jpg', 'label': 0, 'file_name': 'Cochlospermum_003_028.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_005_039.jpg', 'label': 8, 'file_name': 'Calophyllum_005_039.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_004_009.jpg', 'label': 8, 'file_name': 'Calophyllum_004_009.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_004_018.jpg', 'label': 0, 'file_name': 'Cochlospermum_004_018.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_005_011.jpg', 'label': 5, 'file_name': 'Byrsonima_005_011.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_006_028.jpg', 'label': 5, 'file_name': 'Byrsonima_006_028.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_003_000.jpg', 'label': 5, 'file_name': 'Byrsonima_003_000.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_006_001.jpg', 'label': 7, 'file_name': 'Apuleia_006_001.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_001_027.jpg', 'label': 9, 'file_name': 'Cedrelinga_001_027.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_004_012.jpg', 'label': 4, 'file_name': 'Combretum_004_012.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_006_027.jpg', 'label': 4, 'file_name': 'Combretum_006_027.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_001_028.jpg', 'label': 5, 'file_name': 'Byrsonima_001_028.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_000_013.jpg', 'label': 7, 'file_name': 'Apuleia_000_013.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_006_016.jpg', 'label': 8, 'file_name': 'Calophyllum_006_016.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_002_013.jpg', 'label': 8, 'file_name': 'Calophyllum_002_013.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_004_023.jpg', 'label': 5, 'file_name': 'Byrsonima_004_023.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_001_038.jpg', 'label': 9, 'file_name': 'Cedrelinga_001_038.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_003_023.jpg', 'label': 8, 'file_name': 'Calophyllum_003_023.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_001_021.jpg', 'label': 6, 'file_name': 'Cecropia_001_021.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_001_010.jpg', 'label': 2, 'file_name': 'Astronium_001_010.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_006_023.jpg', 'label': 3, 'file_name': 'Copaifera_006_023.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_000_022.jpg', 'label': 2, 'file_name': 'Astronium_000_022.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_002_036.jpg', 'label': 6, 'file_name': 'Cecropia_002_036.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_001_035.jpg', 'label': 6, 'file_name': 'Cecropia_001_035.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_006_026.jpg', 'label': 4, 'file_name': 'Combretum_006_026.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_004_039.jpg', 'label': 4, 'file_name': 'Combretum_004_039.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_004_033.jpg', 'label': 3, 'file_name': 'Copaifera_004_033.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_001_027.jpg', 'label': 4, 'file_name': 'Combretum_001_027.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_001_024.jpg', 'label': 2, 'file_name': 'Astronium_001_024.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_001_033.jpg', 'label': 0, 'file_name': 'Cochlospermum_001_033.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_005_003.jpg', 'label': 3, 'file_name': 'Copaifera_005_003.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_000_000.jpg', 'label': 3, 'file_name': 'Copaifera_000_000.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_002_018.jpg', 'label': 9, 'file_name': 'Cedrelinga_002_018.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_001_012.jpg', 'label': 8, 'file_name': 'Calophyllum_001_012.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_006_002.jpg', 'label': 8, 'file_name': 'Calophyllum_006_002.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_001_018.jpg', 'label': 6, 'file_name': 'Cecropia_001_018.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_000_027.jpg', 'label': 0, 'file_name': 'Cochlospermum_000_027.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_002_001.jpg', 'label': 9, 'file_name': 'Cedrelinga_002_001.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_001_026.jpg', 'label': 3, 'file_name': 'Copaifera_001_026.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_003_014.jpg', 'label': 4, 'file_name': 'Combretum_003_014.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_005_013.jpg', 'label': 3, 'file_name': 'Copaifera_005_013.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_002_032.jpg', 'label': 2, 'file_name': 'Astronium_002_032.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_004_037.jpg', 'label': 7, 'file_name': 'Apuleia_004_037.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_001_002.jpg', 'label': 2, 'file_name': 'Astronium_001_002.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_000_020.jpg', 'label': 0, 'file_name': 'Cochlospermum_000_020.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_004_039.jpg', 'label': 1, 'file_name': 'Aspidosperma_004_039.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_006_016.jpg', 'label': 5, 'file_name': 'Byrsonima_006_016.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_004_012.jpg', 'label': 0, 'file_name': 'Cochlospermum_004_012.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_002_016.jpg', 'label': 0, 'file_name': 'Cochlospermum_002_016.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_005_026.jpg', 'label': 1, 'file_name': 'Aspidosperma_005_026.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_003_018.jpg', 'label': 0, 'file_name': 'Cochlospermum_003_018.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_000_028.jpg', 'label': 9, 'file_name': 'Cedrelinga_000_028.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_004_001.jpg', 'label': 6, 'file_name': 'Cecropia_004_001.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_004_005.jpg', 'label': 5, 'file_name': 'Byrsonima_004_005.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_005_007.jpg', 'label': 6, 'file_name': 'Cecropia_005_007.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_001_031.jpg', 'label': 0, 'file_name': 'Cochlospermum_001_031.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_002_037.jpg', 'label': 9, 'file_name': 'Cedrelinga_002_037.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_002_005.jpg', 'label': 4, 'file_name': 'Combretum_002_005.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_003_024.jpg', 'label': 2, 'file_name': 'Astronium_003_024.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_000_012.jpg', 'label': 7, 'file_name': 'Apuleia_000_012.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_006_025.jpg', 'label': 9, 'file_name': 'Cedrelinga_006_025.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_006_025.jpg', 'label': 3, 'file_name': 'Copaifera_006_025.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_005_012.jpg', 'label': 3, 'file_name': 'Copaifera_005_012.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_001_005.jpg', 'label': 4, 'file_name': 'Combretum_001_005.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_006_013.jpg', 'label': 0, 'file_name': 'Cochlospermum_006_013.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_004_026.jpg', 'label': 9, 'file_name': 'Cedrelinga_004_026.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_006_014.jpg', 'label': 8, 'file_name': 'Calophyllum_006_014.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_004_009.jpg', 'label': 4, 'file_name': 'Combretum_004_009.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_002_030.jpg', 'label': 2, 'file_name': 'Astronium_002_030.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_006_012.jpg', 'label': 9, 'file_name': 'Cedrelinga_006_012.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_006_037.jpg', 'label': 9, 'file_name': 'Cedrelinga_006_037.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_003_011.jpg', 'label': 1, 'file_name': 'Aspidosperma_003_011.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_002_033.jpg', 'label': 6, 'file_name': 'Cecropia_002_033.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_004_021.jpg', 'label': 8, 'file_name': 'Calophyllum_004_021.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_006_016.jpg', 'label': 0, 'file_name': 'Cochlospermum_006_016.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_005_034.jpg', 'label': 8, 'file_name': 'Calophyllum_005_034.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_003_012.jpg', 'label': 5, 'file_name': 'Byrsonima_003_012.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_004_027.jpg', 'label': 1, 'file_name': 'Aspidosperma_004_027.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_005_030.jpg', 'label': 5, 'file_name': 'Byrsonima_005_030.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_002_032.jpg', 'label': 5, 'file_name': 'Byrsonima_002_032.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_002_015.jpg', 'label': 5, 'file_name': 'Byrsonima_002_015.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_001_004.jpg', 'label': 2, 'file_name': 'Astronium_001_004.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_004_010.jpg', 'label': 9, 'file_name': 'Cedrelinga_004_010.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_003_013.jpg', 'label': 3, 'file_name': 'Copaifera_003_013.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_006_003.jpg', 'label': 2, 'file_name': 'Astronium_006_003.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_006_031.jpg', 'label': 8, 'file_name': 'Calophyllum_006_031.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_005_039.jpg', 'label': 4, 'file_name': 'Combretum_005_039.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_003_016.jpg', 'label': 8, 'file_name': 'Calophyllum_003_016.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_000_008.jpg', 'label': 4, 'file_name': 'Combretum_000_008.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_005_001.jpg', 'label': 2, 'file_name': 'Astronium_005_001.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_001_020.jpg', 'label': 2, 'file_name': 'Astronium_001_020.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Astronium/Astronium_001_038.jpg', 'label': 2, 'file_name': 'Astronium_001_038.jpg', 'class': 'Astronium'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_005_005.jpg', 'label': 8, 'file_name': 'Calophyllum_005_005.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_006_016.jpg', 'label': 7, 'file_name': 'Apuleia_006_016.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_003_032.jpg', 'label': 4, 'file_name': 'Combretum_003_032.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_000_034.jpg', 'label': 8, 'file_name': 'Calophyllum_000_034.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_001_011.jpg', 'label': 4, 'file_name': 'Combretum_001_011.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_002_011.jpg', 'label': 3, 'file_name': 'Copaifera_002_011.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_002_028.jpg', 'label': 4, 'file_name': 'Combretum_002_028.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_003_039.jpg', 'label': 5, 'file_name': 'Byrsonima_003_039.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_003_022.jpg', 'label': 1, 'file_name': 'Aspidosperma_003_022.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_005_026.jpg', 'label': 3, 'file_name': 'Copaifera_005_026.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_002_022.jpg', 'label': 1, 'file_name': 'Aspidosperma_002_022.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Aspidosperma/Aspidosperma_006_001.jpg', 'label': 1, 'file_name': 'Aspidosperma_006_001.jpg', 'class': 'Aspidosperma'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_003_006.jpg', 'label': 3, 'file_name': 'Copaifera_003_006.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_004_009.jpg', 'label': 5, 'file_name': 'Byrsonima_004_009.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_005_000.jpg', 'label': 5, 'file_name': 'Byrsonima_005_000.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_004_000.jpg', 'label': 4, 'file_name': 'Combretum_004_000.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_001_016.jpg', 'label': 6, 'file_name': 'Cecropia_001_016.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_001_019.jpg', 'label': 0, 'file_name': 'Cochlospermum_001_019.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_002_012.jpg', 'label': 4, 'file_name': 'Combretum_002_012.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_003_004.jpg', 'label': 8, 'file_name': 'Calophyllum_003_004.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_005_021.jpg', 'label': 7, 'file_name': 'Apuleia_005_021.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_005_012.jpg', 'label': 4, 'file_name': 'Combretum_005_012.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_004_002.jpg', 'label': 9, 'file_name': 'Cedrelinga_004_002.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_002_005.jpg', 'label': 8, 'file_name': 'Calophyllum_002_005.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_004_033.jpg', 'label': 6, 'file_name': 'Cecropia_004_033.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_002_024.jpg', 'label': 0, 'file_name': 'Cochlospermum_002_024.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cedrelinga/Cedrelinga_001_030.jpg', 'label': 9, 'file_name': 'Cedrelinga_001_030.jpg', 'class': 'Cedrelinga'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Combretum/Combretum_001_024.jpg', 'label': 4, 'file_name': 'Combretum_001_024.jpg', 'class': 'Combretum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_001_013.jpg', 'label': 0, 'file_name': 'Cochlospermum_001_013.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_000_013.jpg', 'label': 0, 'file_name': 'Cochlospermum_000_013.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_006_031.jpg', 'label': 0, 'file_name': 'Cochlospermum_006_031.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_003_012.jpg', 'label': 7, 'file_name': 'Apuleia_003_012.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_001_008.jpg', 'label': 0, 'file_name': 'Cochlospermum_001_008.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_004_036.jpg', 'label': 7, 'file_name': 'Apuleia_004_036.jpg', 'class': 'Apuleia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cecropia/Cecropia_002_018.jpg', 'label': 6, 'file_name': 'Cecropia_002_018.jpg', 'class': 'Cecropia'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_001_032.jpg', 'label': 0, 'file_name': 'Cochlospermum_001_032.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_003_034.jpg', 'label': 3, 'file_name': 'Copaifera_003_034.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Calophyllum/Calophyllum_004_013.jpg', 'label': 8, 'file_name': 'Calophyllum_004_013.jpg', 'class': 'Calophyllum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Copaifera/Copaifera_006_037.jpg', 'label': 3, 'file_name': 'Copaifera_006_037.jpg', 'class': 'Copaifera'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Byrsonima/Byrsonima_002_011.jpg', 'label': 5, 'file_name': 'Byrsonima_002_011.jpg', 'class': 'Byrsonima'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Cochlospermum/Cochlospermum_001_023.jpg', 'label': 0, 'file_name': 'Cochlospermum_001_023.jpg', 'class': 'Cochlospermum'}
{'img_path': '../tf_img_classifier_scratch/data/original_jpg_structured_train-validation-only/Apuleia/Apuleia_005_033.jpg', 'label': 7, 'file_name': 'Apuleia_005_033.jpg', 'class': 'Apuleia'}
